A1CF	APOBEC1
A1CF	CUGBP2
A1CF	KHSRP
A1CF	SYNCRIP
A1CF	TNPO2
A2M	ADAM19
A2M	ADAMTS1
A2M	AMBP
A2M	ANXA6
A2M	APOE
A2M	ATF7IP
A2M	B2M
A2M	C11orf58
A2M	CTSB
A2M	CTSE
A2M	ELA1
A2M	HSPA5
A2M	IL10
A2M	IL1B
A2M	KLK2
A2M	KLK3
A2M	LEP
A2M	LRP1
A2M	MMP2
A2M	MYOC
A2M	NGF
A2M	PAEP
A2M	PDGFA
A2M	PDGFB
A2M	SHBG
A2M	SLC12A4
A2M	TGFBI
AAK1	FGR
AAMP	RPL10
AAMP	TH1L
AAMP	WAS
AANAT	F2
AANAT	PRKACA
AANAT	YWHAZ
AARS	EEF1B2
AARS	EIF1B
AARS	EIF2B1
AARS	EIF2B2
AARS	EIF2B5
AARS	EIF2S1
AARS	EIF2S2
AARS	EIF2S3
AARS	FKBP1A
AARS	IKBKE
AARS	PRPF6
AARS	PSMC2
AARS2	MEGF10
AASDHPPT	MDFI
AASDHPPT	TRAF2
AATF	BMS1
AATF	BYSL
AATF	CDC7
AATF	CSNK2A1
AATF	CSNK2A2
AATF	CSNK2B
AATF	DAPK3
AATF	DAZAP2
AATF	DDX10
AATF	DDX18
AATF	DHX15
AATF	DKC1
AATF	ENSG00000161016
AATF	ENSG00000185057
AATF	ENSG00000198782
AATF	ENSG00000204221
AATF	FBL
AATF	HNRNPM
AATF	LDOC1
AATF	MAPT
AATF	MPHOSPH6
AATF	MPP6
AATF	PAWR
AATF	POLR2J
AATF	PSMA4
AATF	PSMA6
AATF	PSMA7
AATF	PWP2
AATF	RB1
AATF	RPL18A
AATF	RPL19
AATF	RPL3
AATF	RPL30
AATF	RPL7A
AATF	RPLP0
AATF	RPS13
AATF	RPS16
AATF	RPS17
AATF	RPS24
AATF	RPS3
AATF	RPS3A
AATF	RPS5
AATF	RPS7
AATF	RRP9
AATF	SP1
AATF	TSG101
ABCA1	APOA1
ABCA1	ARHGEF11
ABCA1	ARHGEF12
ABCA1	CSNK2A1
ABCA1	DLG2
ABCA1	DLG3
ABCA1	DLG5
ABCA1	FADD
ABCA1	GOPC
ABCA1	LIMK1
ABCA1	LIN7A
ABCA1	LIN7B
ABCA1	LIN7C
ABCA1	LMO7
ABCA1	MPDZ
ABCA1	MPP6
ABCA1	PDLIM3
ABCA1	PDLIM4
ABCA1	PDZK1
ABCA1	PLTP
ABCA1	PRKACA
ABCA1	RAPGEF6
ABCA1	RIMS2
ABCA1	SHANK1
ABCA1	SNTA1
ABCA1	SNTB1
ABCA1	SNTB2
ABCA1	TIAM1
ABCA2	CDK5RAP2
ABCA4	CNGB1
ABCB1	CAV1
ABCB1	HAX1
ABCB11	HAX1
ABCB4	HAX1
ABCB7	FECH
ABCB8	ACCN1
ABCB8	C4orf14
ABCB8	CNKSR3
ABCB8	CSNK2A1
ABCB8	DLG4
ABCB8	GOPC
ABCB8	INADL
ABCB8	LIN7B
ABCB8	SAT1
ABCB8	STOM
ABCC1	CSNK2A2
ABCC10	TCEAL1
ABCC2	CANX
ABCC2	PDZD3
ABCC2	PDZK1
ABCC2	RDX
ABCC2	SLC9A3R1
ABCC8	CRYBB1
ABCC8	ENSA
ABCC8	KCNJ11
ABCC8	KCNJ8
ABCC9	EEF1G
ABCC9	KCNJ11
ABCC9	KCNJ8
ABCC9	LDHA
ABCC9	STX1A
ABCD1	ABCD2
ABCD1	ABCD3
ABCD1	PEX19
ABCD2	ABCD3
ABCD2	PEX19
ABCD3	BRF2
ABCD3	C20orf24
ABCD3	COL6A2
ABCD3	GCDH
ABCD3	MEST
ABCD3	MLF2
ABCD3	PELO
ABCD3	PEX19
ABCD3	PGRMC1
ABCD3	PHYH
ABCD3	PTP4A3
ABCD4	DLEU1
ABCD4	PEA15
ABCD4	TMEM66
ABCD4	XRCC6
ABCE1	DDX5
ABCE1	EIF2S1
ABCE1	EIF2S2
ABCE1	EIF2S3
ABCE1	EIF3A
ABCE1	EIF3B
ABCE1	EIF3C
ABCE1	EIF3G
ABCE1	EIF3I
ABCE1	EIF5
ABCE1	EIF5B
ABCE1	ETF1
ABCE1	GH1
ABCE1	GNB2L1
ABCE1	GTPBP4
ABCE1	HSPA8
ABCE1	LSG1
ABCE1	MDN1
ABCE1	NME1
ABCE1	NUP98
ABCE1	PES1
ABCE1	PSMC2
ABCE1	RNASE2
ABCE1	RNASEL
ABCE1	RPL10
ABCE1	RPL12P6
ABCE1	RPL13A
ABCE1	RPL18A
ABCE1	RPL3
ABCE1	RPL4
ABCE1	RPL6
ABCE1	RPL7A
ABCE1	RPLP0
ABCE1	RPS13
ABCE1	RPS15A
ABCE1	RPS17
ABCE1	RPS24
ABCE1	RPS3
ABCE1	RPS3A
ABCE1	RPS5
ABCE1	RPS6
ABCE1	RPS7
ABCE1	RPS9
ABCE1	SUPT5H
ABCE1	TRAF6
ABCE1	UTP6
ABCF2	EEF2
ABCF2	EIF5B
ABCF2	ENSG00000198782
ABCF2	ENSG00000204574
ABCF2	PA2G4
ABCF2	RPL18A
ABCF2	RPL23A
ABCF2	RPL27A
ABCF2	RPL6
ABCF2	RPL7
ABCF2	RPLP0
ABCF2	RPS17
ABCF2	RPS24
ABCF2	RPS4X
ABCF3	ACIN1
ABCF3	ATP5B
ABCF3	C11orf59
ABCF3	C4orf14
ABCF3	DLEU1
ABCF3	DNALI1
ABCF3	ENSG00000204574
ABCF3	ERCC2
ABCF3	HIRIP3
ABCF3	MOCS2
ABCF3	SLC35E1
ABCF3	SPP1
ABCF3	TBPL1
ABCF3	TCEA2
ABCF3	TOE1
ABHD2	QKI
ABHD5	ADFP
ABHD5	PLIN
ABI1	ABL1
ABI1	CYFIP1
ABI1	CYFIP2
ABI1	ENAH
ABI1	ENSG00000134075
ABI1	EPS8
ABI1	EPS8L1
ABI1	HSPA8
ABI1	MINK1
ABI1	NCK1
ABI1	NCK2
ABI1	NCKAP1
ABI1	NEB
ABI1	NIN
ABI1	PAK2
ABI1	SOS1
ABI1	SOS2
ABI1	SPTA1
ABI1	SPTAN1
ABI1	WASF1
ABI1	WASF2
ABI2	ABL1
ABI2	CCDC53
ABI2	IFT20
ABI2	KRT15
ABI2	KRT19
ABI2	KRT20
ABI2	NCK2
ABI2	PCM1
ABI2	SH3KBP1
ABI2	SNAP23
ABI2	VCL
ABI2	VPS37C
ABI2	WASF1
ABI3	ABI3BP
ABI3	C6orf174
ABI3	CEP170L
ABI3	DTNBP1
ABI3	EIF3H
ABI3	HOMER1
ABI3	KIAA1712
ABI3	KRT15
ABI3	PAK1
ABI3	PAK2
ABI3	RUNX1T1
ABI3	SNAP23
ABI3	SOS1
ABI3	TMEM147
ABL1	ABL2
ABL1	ACTA1
ABL1	ADAM15
ABL1	APBB1
ABL1	APP
ABL1	ATM
ABL1	BCAR1
ABL1	BCR
ABL1	BIN1
ABL1	BRCA1
ABL1	BTK
ABL1	C3
ABL1	CABLES1
ABL1	CABLES2
ABL1	CASP9
ABL1	CAV1
ABL1	CBL
ABL1	CD19
ABL1	CDC2
ABL1	CDK5
ABL1	CDKN1B
ABL1	CRK
ABL1	CRKL
ABL1	CTNND2
ABL1	DDB1
ABL1	DDB2
ABL1	DOK1
ABL1	DOK3
ABL1	EPHB2
ABL1	EVL
ABL1	GPX1
ABL1	GRB2
ABL1	GRIN2D
ABL1	HCK
ABL1	INPPL1
ABL1	JAK1
ABL1	JAK2
ABL1	JUN
ABL1	KIT
ABL1	MAP4K1
ABL1	MAP4K5
ABL1	MAPT
ABL1	MDM2
ABL1	MUC1
ABL1	NCK1
ABL1	NCSTN
ABL1	NEDD9
ABL1	NTRK1
ABL1	PAG1
ABL1	PAK2
ABL1	PIK3R1
ABL1	PLCG1
ABL1	PLSCR1
ABL1	POLR2A
ABL1	PRKD1
ABL1	PRKDC
ABL1	PSTPIP1
ABL1	PTPN12
ABL1	PTPN18
ABL1	PTPN6
ABL1	PXN
ABL1	RAD51
ABL1	RAD52
ABL1	RAD9A
ABL1	RAN
ABL1	RASA1
ABL1	RB1
ABL1	RFX1
ABL1	RIN1
ABL1	ROBO1
ABL1	ROS1
ABL1	RYBP
ABL1	SFN
ABL1	SH3BP1
ABL1	SH3BP2
ABL1	SHD
ABL1	SHE
ABL1	SLC9A2
ABL1	SORBS1
ABL1	SORBS2
ABL1	SOS2
ABL1	SRC
ABL1	ST5
ABL1	TERT
ABL1	TP53
ABL1	TP73
ABL1	TRAF6
ABL1	TUB
ABL1	WASF1
ABL1	WASL
ABL1	XRCC6
ABL1	YTHDC1
ABL1	YWHAB
ABL1	YWHAE
ABL1	YWHAG
ABL1	YWHAH
ABL1	YWHAZ
ABL1	ZAP70
ABL1	ZDHHC16
ABL2	BCR
ABL2	CAT
ABL2	CRK
ABL2	EPHB2
ABL2	GPX1
ABL2	HCK
ABL2	SIVA1
ABL2	SORBS2
ABLIM1	ACTG1
ABLIM1	BEGAIN
ABLIM1	CALCOCO2
ABLIM1	GOLGA2
ABLIM1	HOOK2
ABLIM1	KCNJ12
ABLIM1	KRT15
ABLIM1	LDOC1
ABLIM1	TRAF2
ABLIM1	TSC22D4
ABLIM1	USHBP1
ABLIM1	VIM
ABLIM1	YWHAG
ABLIM3	ACTC1
ABO	PON2
ABP1	DAO
ABP1	DNM2
ABP1	FGD1
ABR	ADRA1A
ABR	POLR3H
ABRA	ACTB
ABRA	ACTC1
ABT1	PWP2
ABT1	TBP
ABTB1	SMAD2
ABTB1	SMAD9
ACAA1	PEX7
ACAA2	SCP2
ACACA	ACACB
ACACA	ATP5B
ACACA	ATXN1
ACACA	BRCA1
ACACA	CHGB
ACACA	CIAO1
ACACA	CSNK2A1
ACACA	CSNK2A2
ACACA	ENSG00000204394
ACACA	IARS
ACACA	ILK
ACACA	MCC
ACACA	MYC
ACACA	PABPC4
ACACA	PMM2
ACACA	PPP6C
ACACA	PRKAA1
ACACA	PRKAA2
ACACA	PSMD3
ACACA	SQLE
ACACA	VAC14
ACACA	WDR43
ACACB	PRKAA2
ACAD11	NPHP1
ACAD8	MED1
ACAD8	MED12
ACAD8	MED13
ACAD8	MED14
ACAD8	MED15
ACAD8	MED17
ACAD8	MED23
ACAD8	MED24
ACAD8	MED25
ACAD8	MED26
ACAD8	MED4
ACAD8	MED6
ACAD8	MED7
ACAD8	MED8
ACADL	HADHA
ACADL	HADHB
ACADM	SUMO4
ACADVL	PEX19
ACADVL	TRAPPC3
ACAN	ADAMTS1
ACAN	ADAMTS4
ACAN	ADAMTS5
ACAN	CTSB
ACAN	FBLN1
ACAN	FBLN2
ACAN	HAPLN1
ACAN	LUM
ACAN	MMP1
ACAN	MMP14
ACAN	MMP19
ACAN	MMP2
ACAN	MMP20
ACAN	MMP3
ACAN	MMP8
ACAN	TNFAIP6
ACAN	TNR
ACAP1	IFFO1
ACAP1	TFRC
ACAP1	VAMP3
ACAP3	EIF6
ACAP3	TMEM22
ACAT1	CKS1B
ACAT1	EIF1B
ACAT1	GH1
ACAT1	HLA-C
ACAT1	MCC
ACAT1	MPG
ACAT1	PRPF6
ACAT1	TNIK
ACAT2	CCNA1
ACAT2	CDX2
ACAT2	CSNK2A1
ACAT2	ENSG00000073905
ACAT2	FTSJ1
ACAT2	GNAS
ACAT2	MCC
ACAT2	PRKAB1
ACAT2	TNIK
ACAT2	TRAF6
ACBD3	BLZF1
ACBD3	FH
ACBD3	GOLGB1
ACBD3	SMURF2
ACCN1	ACCN2
ACCN1	PICK1
ACCN1	STOM
ACCN2	PICK1
ACCN2	PRKACA
ACCN2	STOM
ACCS	FBF1
ACD	LLGL1
ACD	POT1
ACD	RAD50
ACD	TERF1
ACD	TERF2
ACD	TERF2IP
ACD	TINF2
ACD	USP7
ACD	XRCC6
ACE	AGTR2
ACE	BDKRB2
ACE	COMT
ACE2	AGT
ACE2	GHRL
ACE2	NTS
ACHE	APP
ACHE	COL4A1
ACHE	COLQ
ACHE	HAND1
ACHE	LAMA1
ACHE	LAMB1
ACHE	LGTN
ACHE	PRIMA1
ACIN1	AKR1C3
ACIN1	AQR
ACIN1	BCAS2
ACIN1	BTBD10
ACIN1	BUD13
ACIN1	BUD31
ACIN1	C16orf80
ACIN1	C19orf29
ACIN1	C19orf43
ACIN1	C21orf66
ACIN1	CASP3
ACIN1	CD2BP2
ACIN1	CDC40
ACIN1	CDC5L
ACIN1	CIRBP
ACIN1	CPSF6
ACIN1	CRKRS
ACIN1	CRNKL1
ACIN1	CTNNBL1
ACIN1	CWC15
ACIN1	CWC22
ACIN1	DDX17
ACIN1	DDX23
ACIN1	DDX3X
ACIN1	DDX41
ACIN1	DDX46
ACIN1	DDX5
ACIN1	DGCR14
ACIN1	DHX15
ACIN1	DHX16
ACIN1	DHX38
ACIN1	DHX8
ACIN1	DHX9
ACIN1	DNAJC8
ACIN1	EFTUD2
ACIN1	EIF4A3
ACIN1	ENSG00000108848
ACIN1	ENSG00000113141
ACIN1	ENSG00000115128
ACIN1	ENSG00000163714
ACIN1	ENSG00000198563
ACIN1	HTATSF1
ACIN1	IGF2BP3
ACIN1	KIAA1429
ACIN1	KLHL26
ACIN1	LSM2
ACIN1	LSM4
ACIN1	MFAP1
ACIN1	MOV10
ACIN1	NCBP1
ACIN1	NCBP2
ACIN1	NHP2L1
ACIN1	NUDT21
ACIN1	PABPC1
ACIN1	PAFAH1B2
ACIN1	PLRG1
ACIN1	PPIE
ACIN1	PPIH
ACIN1	PPIL1
ACIN1	PPIL2
ACIN1	PPIL3
ACIN1	PPM1G
ACIN1	PPWD1
ACIN1	PRPF18
ACIN1	PRPF19
ACIN1	PRPF3
ACIN1	PRPF31
ACIN1	PRPF4
ACIN1	PRPF40A
ACIN1	PRPF4B
ACIN1	PRPF6
ACIN1	PRPF8
ACIN1	PUF60
ACIN1	RAB43
ACIN1	RBM15
ACIN1	RBM17
ACIN1	RBM22
ACIN1	RBM25
ACIN1	RBM39
ACIN1	RBM8A
ACIN1	RNPS1
ACIN1	SAP18
ACIN1	SART1
ACIN1	SF1
ACIN1	SF3A1
ACIN1	SF3A2
ACIN1	SF3A3
ACIN1	SF3B1
ACIN1	SF3B2
ACIN1	SF3B3
ACIN1	SF3B4
ACIN1	SFRS1
ACIN1	SFRS11
ACIN1	SFRS2
ACIN1	SFRS4
ACIN1	SFRS5
ACIN1	SFRS6
ACIN1	SFRS7
ACIN1	SFRS9
ACIN1	SKIV2L2
ACIN1	SLU7
ACIN1	SMNDC1
ACIN1	SMU1
ACIN1	SNRNP200
ACIN1	SNRNP27
ACIN1	SNRNP40
ACIN1	SNRNP70
ACIN1	SNRPA
ACIN1	SNRPA1
ACIN1	SNRPB
ACIN1	SNRPB2
ACIN1	SNRPC
ACIN1	SNW1
ACIN1	SPEN
ACIN1	SRRM1
ACIN1	SRRM2
ACIN1	SRRT
ACIN1	SYF2
ACIN1	TCEA1P2
ACIN1	TCERG1
ACIN1	TFIP11
ACIN1	THOC1
ACIN1	THOC2
ACIN1	THOC3
ACIN1	THOC4
ACIN1	THOC5
ACIN1	THOC6
ACIN1	THOC7
ACIN1	TRA2B
ACIN1	U2AF1
ACIN1	U2AF2
ACIN1	USP39
ACIN1	WBP11
ACIN1	WTAP
ACIN1	XAB2
ACIN1	YWHAB
ACIN1	YWHAG
ACIN1	ZNF207
ACLY	ARF6
ACLY	BCAR3
ACLY	CCNA1
ACLY	GSK3B
ACLY	IKBKE
ACLY	NME1
ACLY	PRKAB1
ACLY	PRKACA
ACLY	TFE3
ACLY	TNFRSF10D
ACLY	VHL
ACMSD	MAGEA11
ACN9	NDUFAB1
ACO2	ATP5B
ACO2	BOP1
ACO2	ERCC2
ACO2	GPI
